core.externalId,core.name,core.description,core.businessDescription,core.businessName,custom.data.world.businessSummary,custom.data.world.iri,custom.data.world.columnTypeName,custom.data.world.dataOwner,custom.data.world.dataSteward,core.reference,custom.data.world.restrictedToPublic,custom.data.world.sensitiveData,custom.data.world.status,custom.data.world.technicalSteward,custom.data.world.typePrefix
fl_dn1_tn3_s3_cn286,column name 286,database name 1 table name 3 schema 3 column name 286,,,business summary 484,https://fl-dms.linked.data.world/d/ddw-catalogs/col.484,tinyint,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn287,column name 287,database name 1 table name 3 schema 3 column name 287,,,business summary 485,https://fl-dms.linked.data.world/d/ddw-catalogs/col.485,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn288,column name 288,database name 1 table name 3 schema 3 column name 288,,,business summary 486,https://fl-dms.linked.data.world/d/ddw-catalogs/col.486,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn289,column name 289,database name 1 table name 3 schema 3 column name 289,,,business summary 487,https://fl-dms.linked.data.world/d/ddw-catalogs/col.487,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn290,column name 290,database name 1 table name 3 schema 3 column name 290,,,business summary 488,https://fl-dms.linked.data.world/d/ddw-catalogs/col.488,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn291,column name 291,database name 1 table name 3 schema 3 column name 291,,,business summary 489,https://fl-dms.linked.data.world/d/ddw-catalogs/col.489,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn292,column name 292,database name 1 table name 3 schema 3 column name 292,,,business summary 490,https://fl-dms.linked.data.world/d/ddw-catalogs/col.490,varchar,Vance Mahan,Vance Mahan,,Yes,,,Vance Mahan,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn293,column name 293,database name 1 table name 3 schema 3 column name 293,,,business summary 491,https://fl-dms.linked.data.world/d/ddw-catalogs/col.491,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn294,column name 294,database name 1 table name 3 schema 3 column name 294,,,business summary 492,https://fl-dms.linked.data.world/d/ddw-catalogs/col.492,TIMESTAMP,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn295,column name 295,database name 1 table name 3 schema 3 column name 295,,,business summary 493,https://fl-dms.linked.data.world/d/ddw-catalogs/col.493,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn296,column name 296,database name 1 table name 3 schema 3 column name 296,,,business summary 494,https://fl-dms.linked.data.world/d/ddw-catalogs/col.494,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn297,column name 297,database name 1 table name 3 schema 3 column name 297,,,business summary 495,https://fl-dms.linked.data.world/d/ddw-catalogs/col.495,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn298,column name 298,database name 1 table name 3 schema 3 column name 298,,,business summary 496,https://fl-dms.linked.data.world/d/ddw-catalogs/col.496,CHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn299,column name 299,database name 1 table name 3 schema 3 column name 299,,,business summary 497,https://fl-dms.linked.data.world/d/ddw-catalogs/col.497,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn300,column name 300,database name 1 table name 3 schema 3 column name 300,,,business summary 498,https://fl-dms.linked.data.world/d/ddw-catalogs/col.498,VARCHAR2,Joyce Morgan         ,Joyce Morgan         ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
